seg_id,domain,sentence_type,direction,source,reference,system_masked,system_true,hypothesis,error_present,error_types,severity,rationale,annotator
SEG000265,legal,,en->fj,"the president shall receive such remuneration, allowances and other benefits, as prescribed by a written law made under section . oath of office","na peresitedi me na soli vua na isau ni veiqaravi, oco kei na idole tale e so me vaka e virikotori ena lawa tabaki e buli ena tikina . bubului",S03,chatgpt,"na nona e na i tovo ni veiqaravi, lalo ni veivakacegu kei na veika me baleta na nona i vakarau, me vaka e vakaraitaki ena dua na lawa ni yaca e solia ena na vula. na i vakadua ni i tovo.",,,,,annotator_A
SEG000233,idiom,,fj->en,kana yava ni toa,"[Literal Translation:to eat chicken feet] [Meaning:Your authority is effective in your territory (Vanua), but is irrelevant here in this territory. Each can be a chief in his own land. U 1. were ubiubi Literally translated as “to fake the work of cutting grass, weeds, by just knocking vegetation down to lie against the ground.” Meaning: To pretend to work. This idiom may imply that someone is not telling the whole story, that they are concealing some truth. 2. Sega ni ura me sa tei damu . Literally translated as “no prawn just turns red (unless someone has cooked it.” Meaning: Where there is smoke there is fire. The truth will come out. There must be a cause for something to happen, and the truth will be known. V and Y 1. vaka e vidi na ura Literally translated as “like a prawn springing into action.” Meaning: It conveys the notion of something that jumps suddenly into action, as the prawn does. 2. Sa viritaki na kena vatu . Literally translated as “a stone has already been thrown at it.” | It is already decisively rejected. Can also mean that the decision has been made to quit something, such as a game. A child may spit on a stone and throw the stone into the bushes to indicate that he is quitting a game. The notion is that if you found the stone he would be forced to stay 3. veivunauci vaka i Ra kasala . Literally translated as “to give advice as a kasala fish does” Meaning: You are good at giving advice but failing to follow that advice yourself. 4. Sa suasua na yavamu . Literally translated as “Your legs are still wet” This implies that you are new to this place, having just arrived ashore. You are a newcomer here and should not speak with assurance. 6. Yavita dole na mataisau Literally translated as “to club the carpenter prematurely.” | To judge a job prematurely before the work has been completed.]",S02,gemini,Eat the chicken's leg.,,,,,annotator_A
SEG000195,definition,,fj->en,vonu,turtle,S01,microsoft_translate,Squirt,,,,,annotator_A
SEG000051,conversational,,en->fj,how are you?,vacava tiko?,S03,chatgpt,O cei na?,,,,,annotator_A
SEG000034,bible,,fj->en,"ia, sa kaukauwa tikoga na nona veqa ni dakai “na ligana sa vakaukauwataki mai vua na liga kaukauwa ni kalou i jekope (mai vua na i vakatawa levu na vatu kei isireli),","but his bow abode in strength, and the arms of his hands were made strong by the hands of the mighty god of jacob; (from thence is the shepherd, the stone of israel: )",S04,google_translate,"rather, his sword remains strong “his arm is strengthened by the mighty arm of the God of Jacob (from the great shepherd, the rock of Israel),",,,,,annotator_A
SEG000263,legal,,en->fj,qualification for appointment,ivakatagedegede me digitaki kina na peresitedi,S01,microsoft_translate,iVakatagedegede ni Lesi,,,,,annotator_A
SEG000011,bible,,en->fj,and joseph's ten brethren went down to buy corn in egypt.,"o iratou na lewe tini na taci joseva, e ratou sa lako sobu i ijipita me voli sila.",S03,chatgpt,e na nona nona o joseph e gole yani ki te iʻa e iukara.,,,,,annotator_A
SEG000255,legal,,en->fj,for the purpose of ensuring his or her appearance before a court for trial or other proceedings; ----------------------- page -----------------------,ni kena vakadeitaki me na rairai ena mataveilewai;,S02,gemini,ena inaki ni kena vakadeitaki na nona rairai e mataveilewai me lewai se so tale na ka ni veilewai; ----------------------- tabana -----------------------,,,,,annotator_A
SEG000058,conversational,,en->fj,what are some of the fruits readily available at your home?,: na vuata cava soti o rawa ni kunea mai vale?,S04,google_translate,na cava eso na vuanikau e rawa ni volitaki ena nomu vale?,,,,,annotator_A
SEG000379,medical,,en->fj,Self-isolation helps prevent the spread of COVID-19 to others.,Na tiko vakatikitiki e vale e tarova na kena vakatetei na COVID-19 vei ira na tani.,S02,gemini,Tawasei koya e vukea na tarovi ni tete ni COVID-19 vei ira na tani.,,,,,annotator_A
SEG000095,conversational,,fj->en,na vuata cava o dau taleitaka?,what is your favourite fruit?,S04,google_translate,what fruit is your favorite?,,,,,annotator_A
SEG000073,conversational,,en->fj,her name is alice.,e yacana o alice.,S03,chatgpt,na ne Alice.,,,,,annotator_A
SEG000105,conversational,,fj->en,"e tiko tale ga na valelailai/valepo, paipo kei na valenisili e koronivuli.","we also have toilets, taps and bathrooms at school.",S04,google_translate,"there are also toilets/showers, plumbing and showers at school.",,,,,annotator_A
SEG000425,medical,,fj->en,Na itukutuku e vukea na vuvale me vaka-kira ka vakavakarau.,Information helps families prepare.,S04,google_translate,The information helps families to be prepared.,,,,,annotator_A
SEG000098,conversational,,fj->en,e tiko na ika vakalolo kei na tavioka?,is there fish lolo and cassava?,S01,microsoft_translate,Are there trout and trout?,,,,,annotator_A
SEG000149,definition,,en->fj,baggage,iyaya,S03,chatgpt,muamua,,,,,annotator_A
SEG000381,medical,,en->fj,People with heart disease should monitor their symptoms closely during COVID-19.,Ira era tauvi mate ni uto me ra vakaraica vakavinaka na nodrau ivakatakilakila ni COVID-19.,S04,google_translate,O ira na tamata e tauvi ira na mate ni uto me ra raica vakavinaka na nodra ivakatakilakila ena gauna ni COVID-19.,,,,,annotator_A
SEG000291,legal,,en->fj,"for the purpose of regulating essential services and industries, in the overall interests of the fijian economy and the citizens of fiji. employment relations .—() every person has the right to fair employment practices, including humane treatment and proper working conditions.","vakaituvatuvataki na cicivaki ni tabana ni veiqaravi e gadrevi kei na cicivaki ni veimataqali matacakacaka e gadrevi, ena vuku ni taraicake ni bula vakailavo e viti kei na lewei viti. veimaliwai vakacakacaka .—() na tamata taucoko e tiko vei ira na dodonu mera qaravi vakatautauvata ena gauna ni cakacaka, okati kina na nodra qaravi vinaka kei na tuvaki vinaka ni valenicakacaka. ----------------------- page -----------------------",S04,google_translate,"me baleta na kena vakalawataki na veiqaravi bibi kei na veitabacakacaka, ena veika raraba ni bula vakailavo e Viti kei ira na lewenivanua e Viti. veimaliwai vakacakacaka .—() e dodonu ni tamata yadua me dodonu na ivalavala ni cakacaka, oka kina na veiqaravi vakatamata kei na ituvaki dodonu ni cakacaka.",,,,,annotator_A
SEG000272,legal,,en->fj,"the report of the tribunal or the recommendations of the medical board, as the case may be, made under subsection () shall be made public. qualification for appointment .—() the making of appointments to a judicial office is governed by the principle that judicial officers should be of the highest competence and integrity.","na ripote ni mataveivaqaqai se na vakatutu ni matabose in bula e vakarautaki ena wasetiki () me na vakaraitaki raraba. veika me rawati ena veidigitaki .—() ena nona digitaki e dua na vakailesilesi ena mataveilewai, me tiko vua na ivakatagedegede cecere duadua ni dina kei na cakacaka savasava.",S04,google_translate,"na ripote ni mataveilewai se na vakatutu ni matabose ni veiqaravi vakavuniwai, me vaka na kena ituvaki, e caka ena ruku ni wasewase lailai () me na vakaraitaki raraba. na dodonu me lesi .—() na kena lesi na tamata ena dua na valenivolavola ni veilewai e lewai ena ivakavuvuli ni o ira na vakailesilesi ni veilewai e dodonu me ra kila ka cecere duadua ka yalodina.",,,,,annotator_A
SEG000374,medical,,en->fj,Seek immediate medical treatment.,Qarai vakatotolo na veivuke vakavuniwai.,S01,microsoft_translate,Vakasaqara vakatotolo na veiqaravi vakavuniwai.,,,,,annotator_A
SEG000162,definition,,fj->en,se qai vuli,beginner,S01,microsoft_translate,Still in school,,,,,annotator_A
SEG000289,legal,,en->fj,right to adequate food and water,dodonu ni vakarautaki vakamatau ni kakana kei na wainigunu,S03,chatgpt,bula totoka ki na kaka ni draki kei na wai,,,,,annotator_A
SEG000342,legal,,fj->en,"ena nona vakatulewa cecere, na peresitedi ena vakatulewa ga ena ivakasala ni boseyaco se minisita se dua tale na tabana vakacakacaka se matabose e virikotori ena ivakatagedegede me digitaki kina na peresitedi .—() o ira era tawana na itutu ni peresitedi e dodonu me—","in the exercise of his or her powers and executive authority, the president acts only on the advice of cabinet or a minister or of some other body or authority prescribed by this constitution for a particular purpose as the body or authority on whose advice the president acts in that case. qualification for appointment .—() a person shall not be qualified to be nominated for the office of the president unless he or she—",S01,microsoft_translate,"At his discretion, the President shall make decisions only on the advice of the Council or Minister or any other agency or council prescribed by the standards for the election of the President.—() The persons occupying the office of President shall—",,,,,annotator_A
SEG000131,definition,,en->fj,carry (person) on back,vava,S03,chatgpt,dauka (tautauvaka) e na vuku ni yava,,,,,annotator_A
SEG000017,bible,,en->fj,"and said unto them, i see your father's countenance, that it is not toward me as before; but the god of my father hath been with me.","sa tukuna vei rau, ""au sa raica na nona veitokoni o tamamudrau “ni sa sega ni vinaka me vaka e liu, ia, na kalou i tamaqu sa tiko vata kei au.",S03,chatgpt,"ka me kaya vua, au raica na mata i tamana, ni sega ni tiko vei au me vaka na i lia; ia sa tiko na kalou i noqu tamana kei au.",,,,,annotator_A
SEG000004,bible,,en->fj,"and the sons of zilpah, leah's handmaid; gad, and asher: these are the sons of jacob, which were born to him in padanaram.","na luvei sipa tagane, (na dauveiqaravi) nei lia; o kata kei aseri. oqo, o ira na luvei jekope tagane era sa vakasucumi vua e padani-erami.",S04,google_translate,"kei iratou na luve i Silipa, na vada i Lia; kata, kei Aseri: oqo na luve i Jekope tagane, erau a sucu vua mai Padanarami.",,,,,annotator_A
SEG000296,legal,,en->fj,"every person has the right to executive or administrative action that is lawful, rational, proportionate, procedurally fair, and reasonably prompt;","na tamata taucoko e tu vei ira na dodonu mera qaravi vinaka vakalawa, me qaravi vakadodonu, vakatautauvata, ka me vakamuri vakavinaka na kena ivakarau, kei na kena lewai ena gauna totolo na vakatulewa mai vei ira na vakailesilesi ni matanitu kei na nodra vakatulewa na veiqaravi raraba vakalawa;",S03,chatgpt,"na tamata kece e tauya na dodonu me raica na i vakatutu ko ni i vakatulewa se i vakatokaluvaki e tautauvata, i tawa, i se dikeva, i veisau se i sikovi vakacakacaka, ka sa tu vakavinaka;",,,,,annotator_A
SEG000267,legal,,en->fj,must consider any other information derived from the record of the case or elsewhere that is available to the commission; and,me vakayagataka tale ga na itukutuku tale e so e vure mai na itukutuku ni kisi se na itukutuku mai taudaku e taura rawa na matabose ni veivosoti; ka,S03,chatgpt,e tiko me nanumi na أي veika era mai na ivola ni case se mai na vanua e volea kina na komiti; ka,,,,,annotator_A
SEG000124,definition,,en->fj,father's elder brother's wife,nana levu,S03,chatgpt,tama ni pita na tui matua,,,,,annotator_A
SEG000095,conversational,,fj->en,na vuata cava o dau taleitaka?,what is your favourite fruit?,S01,microsoft_translate,What fruit do you like?,,,,,annotator_A
SEG000047,conversational,,en->fj,what are their names?,o cei na yacadrau?,S01,microsoft_translate,O cei na yacadra?,,,,,annotator_A
SEG000191,definition,,fj->en,ca-ti,abhorrent,S01,microsoft_translate,ca-ti,,,,,annotator_A
SEG000055,conversational,,en->fj,"may i use your cup, please?",au rawa ni kerea nomu bilo?,S03,chatgpt,"E rawa niu vakayagataka na nomu kopa, bi obey?",,,,,annotator_A
SEG000198,definition,,fj->en,daliga,ear,S01,microsoft_translate,Ears,,,,,annotator_A
SEG000270,legal,,en->fj,"the members of the commission shall be entitled to such remuneration as determined by the president acting on the advice of the judicial services commission following consultation by the judicial services commission with the attorney-general, and any such remuneration must not be varied to their disadvantage, except as part of an overall austerity reduction similarly applicable to all officers of the state.","na lewenimatabose me na saumi ena isau ni veiqaravi e vakatautaka na peresitedi ena ivakasala ni matabose veiqaravi ni mataveilewai ni salamuria na veitalanoa kei na vunilawa, ia na isau me kua ni veisautaki vakavo ke vakayacori e dua na veisau me vakalailaitaki kina na isau, na veisau me vakayacori vakatautauvata vei ira kece na vakailesilesi vakamatanitu.",S03,chatgpt,"na nodalewa ni te komiti e rawa ni taura e dua na ilavo me vakarautaki mai na peretiteni e vakavulici tu na komiti ni veivakamacala ni kabani ni koi ira na komiti ni veivakamacala kei na peresideni ni kovanilaca ni komiti, qai na kadre na ilavo oqo aua me vakarautaki e dua na nodra veiqaravi, me tara se ivakarau ni nodra vakarautaki kea e dodonu me rawa ni vakadewa ena dua na leqa ni ituvatuva e justa ni a vakalailaitaki na i lako ni mata ni loma.",,,,,annotator_A
SEG000220,idiom,,fj->en,solia na kesuna,[Literal Translation:to turn ones back (in disdain)] [Meaning:To reject an approach or request.],S04,google_translate,give the case,,,,,annotator_A
SEG000085,conversational,,fj->en,o cei na yacadrau?,what are their names?,S02,gemini,What is your name?,,,,,annotator_A
SEG000180,definition,,fj->en,era,rd person plural,S01,microsoft_translate,Squirrels,,,,,annotator_A
SEG000074,conversational,,en->fj,an orange is sweet when it is unripe.,na moli e dau kamikamica ni se vou.,S01,microsoft_translate,E kamikamica na moli ni se bera ni matua.,,,,,annotator_A
SEG000255,legal,,en->fj,for the purpose of ensuring his or her appearance before a court for trial or other proceedings; ----------------------- page -----------------------,ni kena vakadeitaki me na rairai ena mataveilewai;,S03,chatgpt,ena na veika me vaka na nona se nona i tovo ni sa mai curu ki na koronivale me baleta na tambi se na veika e rawa ni yacova; ----------------------- togi -----------------------,,,,,annotator_A
SEG000319,legal,,fj->en,"me kua kina na lomatarotaro, na vakayagataki ni “e dodonu” ena","for the avoidance of doubt, use of the word “must” in this constitution imports obligation to the same extent as if the word “shall” were used.",S01,microsoft_translate,"for the avoidance of doubt, the use of ""should"" in",,,,,annotator_A
SEG000372,medical,,en->fj,Call 165 for transport assistance.,Qirita na 165 kevaka o gadreva na veivuke ni veivakaleleci.,S02,gemini,Qiri 165 me baleta na veivuke ena veitosoyaki.,,,,,annotator_A
