item_id,source_text,ref,domain,direction,sentence_type_fine,source_id,source_doc,cand_A,cand_B,cand_C,cand_D,cand_A__semantic_fidelity_0_4,cand_A__cultural_adequacy_0_4,cand_A__fluency_0_4,cand_A__error_tags,cand_A__notes,cand_B__semantic_fidelity_0_4,cand_B__cultural_adequacy_0_4,cand_B__fluency_0_4,cand_B__error_tags,cand_B__notes,cand_C__semantic_fidelity_0_4,cand_C__cultural_adequacy_0_4,cand_C__fluency_0_4,cand_C__error_tags,cand_C__notes,cand_D__semantic_fidelity_0_4,cand_D__cultural_adequacy_0_4,cand_D__fluency_0_4,cand_D__error_tags,cand_D__notes
184,The booklet encourages future planning.,Na ivola e uqeta na kena caka na ituvatuva me baleta na veigauna mai muri.,medical,en->fj,information,medical|medical_misc|2efe9a2adb9e,ocr_txt_bundle::medical_misc,Na ivola lailai e vakanukuvatu me baleta na veivakarautaki ni gauna mai muri.,Na ivolalailai oqo e vakauqeta na tuvatuva ni veisiga ni mataka.,Na ivola lailai e vakayaloqaqataka na ituvatuva ni veisiga ni mataka.,Na ka buklet e vakaraitaka na planing ni veika e na gauna mai muri.,,,,,,,,,,,,,,,,,,,,
185,"and the sons of zilpah, leah's handmaid; gad, and asher: these are the sons of jacob, which were born to him in padanaram.","na luvei sipa tagane, (na dauveiqaravi) nei lia; o kata kei aseri. oqo, o ira na luvei jekope tagane era sa vakasucumi vua e padani-erami.",bible,en->fj,statement,bible|genesis|035|026,bible_genesis_verse__en2fj.csv,"kei iratou na luvei Silapa, na vada i Lia; O Kati, kei Asa: Sai ira oqo na luvei Jekope, ka ra a sucu vua mai Padanarama.","Kei na luvedrau tagane i Silipa, na vada i Lia; o Kata, kei Asera: o ira oqo na luvena tagane i Jekope, era sucu vua mai Patana-Arama.","kei iratou na luve i Silipa, na vada i Lia; kata, kei Aseri: oqo na luve i Jekope tagane, erau a sucu vua mai Padanarami.","na, na okada ni zilpah, na yaca ni lea; gad, kei asher: oqo na luvena i jakobu, era sa biau vei ira e padanaram.",,,,,,,,,,,,,,,,,,,,
186,eda rawa ni lako i/lai sisili i waitui.,we can swim in the sea.,conversational,fj->en,statement,conversational|years_9_10|00069,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,We can go swimming in the ocean.,we can go to the sea.,The arrival is approaching to the designated location.,We can go for a swim in the sea.,,,,,,,,,,,,,,,,,,,,
187,kavitu,"as in lotu kavitu, an american christian sect, seventh day adventists, that retains saturday as",dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0002781,Fijian-English_Dictionary.txt,seventh,seventh,poem,classic,,,,,,,,,,,,,,,,,,,,
188,luvequ tagane,sister's son,definition,fj->en,headword,definition|000354,definition.xlsx::Sheet1,my son,we are lucky,My son,My Son,,,,,,,,,,,,,,,,,,,,
189,Ira era tauvi dau cegu oca me ra vakaraica vakavinaka na nodrau ivakatakilakila ni COVID-19.,People with asthma should monitor their symptoms closely during COVID-19.,medical,fj->en,symptom,medical|covid_general|08f7a4387eed,ocr_txt_bundle::covid_general,Those experiencing frequent shortness of breath should carefully monitor their COVID-19 symptoms.,Those with chronic respiratory diseases should monitor their symptoms of COVID-1,There was a significant improvement in their COVID-19 statistics during the last update.,People with asthma should monitor their COVID-19 symptoms closely.,,,,,,,,,,,,,,,,,,,,
190,Anxiety is a normal human emotion that can feel like changing waves on the ocean.,Na loma taqaya e dua nai vakarau vakayalo e dau yaco vakawasoma ka rawa ni vaka na veisau ni ua ni wasawasa.,medical,fj->en,information,medical|anxiety|a5c5a6bfce4a,ocr_txt_bundle::anxiety,Anxiety is a normal human emotion that can feel like changing waves on the ocean.,Anxiety is a normal human emotion that can feel like changing waves on the ocean.,Anxiety is a normal human emotion that can feel like changing waves on the ocean.,Anxiety is a normal human emotion that can feel like changing waves on the ocean.,,,,,,,,,,,,,,,,,,,,
191,See your doctor if you are worried.,Raica vakatotolo na nomu vuniwai kevaka o lomaleqataka.,medical,en->fj,treatment,medical|medical_misc|f5b2ba2ce6f7,ocr_txt_bundle::medical_misc,Raica na nomu vuniwai ke o lomaleqa.,Raica na nomu vuniwai kevaka o lomaleqa.,Raica na doctor mo ni sa buca.,Raica na nomu vuniwai kevaka o lomaleqa.,,,,,,,,,,,,,,,,,,,,
192,"the right to be free from hate speech, whether directed against individuals or groups; and",na kena yalani ena vakatabakidua ena kena gadrevi ena gauna ni tikoleqa vakamatanitu; kei na,legal,en->fj,right,constitution|8(3)(i),constitution - eng.txt,"Na dodonu me galala mai na vosa ni veicati, se vakanamata tiko vei ira na tamata yadua se na iwasewase ni tamata.","na dodonu me galala mai na vosa ni veicati, se mani vakayacori vei ira na tamata yadua se ilawalawa; kei","na dodonu me galala mai na vosa ni veicati, se vagolei vei ira na tamata yadua se ilawalawa; kei na","na i tiko me na kua ni o vakananuma na vosa veivakacacani, na vosa biu ki na tamata se na ivoli; qai",,,,,,,,,,,,,,,,,,,,
193,"na tamata taucoko e tu vei ira na dodonu mera qaravi vinaka vakalawa, me qaravi vakadodonu, vakatautauvata, ka me vakamuri vakavinaka na kena ivakarau, kei na kena lewai ena gauna totolo na vakatulewa mai vei ira na vakailesilesi ni matanitu kei na nodra vakatulewa na veiqaravi raraba vakalawa;","every person has the right to executive or administrative action that is lawful, rational, proportionate, procedurally fair, and reasonably prompt;",legal,fj->en,right,constitution|8(12)(a),constitution - itaukei.txt,"Everyone has the right to due process of law, to be treated fairly, equitably, and with due process, and to a speedy review of decisions by public officials and the decisions of the public legal service;","All people have the right to proper legal treatment, to be treated justly and equally, and for the procedures to be properly followed, and for decisions by government officials and public legal services to be promptly adjudicated.","All individuals have the right to be treated fairly and equally, to be treated with integrity, to have their dignity respected, and to be governed by proper procedures, including being subject to timely decisions made by government officials and their ordinary regulatory decisions.","all persons have the right to be treated fairly, equally, and fairly, and to due process, and to a timely and effective review of decisions by public authorities and by law enforcement agencies;",,,,,,,,,,,,,,,,,,,,
194,Kakua ni vakayagataka na tolili ni lewenivanua se na taxi.,Do not use public transport or taxis.,medical,fj->en,instruction,medical|medical_misc|e678c5f1f760,ocr_txt_bundle::medical_misc,You can use public transport or a taxi.,Do not use public trailers or taxis.,Do not use public transportation or taxis.,Do not use public transport or a taxi.,,,,,,,,,,,,,,,,,,,,
195,"ke sa vakarautaki ena lawa tabaki ena wasetiki (), e dodonu me vaqaqacotaka na daunifika levu na raicilesu ni vakadidike e sa vakayacori oti ka ripotetaka na kena macala.","if the written law under subsection () so provides, it must also empower the auditor-general to review those audits and report the results of a review.",legal,fj->en,right,constitution|150(12),constitution - itaukei.txt,"If prepared under the published law on the voucher, the principal investigator must strengthen the review of the research that has already been conducted and whose results have been reported.","If it is provided for in the rules published in subsection (), the chief mathematician must strengthen the review of the research that has already been carried out and report the results.","if not provided for in the laws in subsection (), the chief auditor shall confirm the review of the research that has been conducted and report the results.","If it is prepared under the specified regulations, the major stakeholder must ensure that a comprehensive investigation is conducted and reported clearly on its findings.",,,,,,,,,,,,,,,,,,,,
196,"any public office, from any criminal prosecution and from any civil or other liability in any court, tribunal or commission, in any proceeding including any legal, military, disciplinary or professional proceedings and from any order or judgment of any court, tribunal or commission, as a result of any direct or indirect participation, appointment or involvement in the government from december to the date of the first sitting of the first parliament elected after the commencement of this constitution, provided however any such immunity shall not apply to any act or omission that constitutes an offence under sections to , to , to , to , to , and to of the crimes decree (as prescribed in the crimes decree at the date of the commencement of this constitution). ----------------------- page ----------------------- immunity entrenched .—() notwithstanding anything contained in this constitution, this chapter and any immunity granted or continued in this chapter shall not be reviewed, amended, altered, repealed or revoked.","valenivolavola ni lewenivanua, mai na veibeitaki ni basulawa, mai na dua na veileti se ena dua na ka e lavaki mai na mataveilewai, mataveivaqaqai, se matabose ena dua na veilewai, oka kina na veilewai vakalawa, mataivalu, iwalewale ni veitotogitaki, se na veilewai vakacakacaka kei na ivakaro se vakatulewa ni mataveilewai, mataveivaqaqai se matabose, vu mai na nona vakaitavi, digitaki se lewena na matanitu mai na ika ni tiseba, yacova na imatai ni dabe ni imatai ni palimedi, ni sa tauri oti na vakayacori se sega ni vakayacori ka wili me cala vakalawa ena tikina i na , i na , i na , i na , i na , kei na i na ni dikiri ni basulawa (ka vakarautaki ena dikiri ni basulawa ena gauna e tauri kina na yavunivakavulewa qo). ----------------------- page ----------------------- vakadeitaki ni veivagalalataki .—() e dina ni virikotori ena yavunivakavulewa qo, ia na wase qo kei na veivagalalataki e soli se tomani ena wase qo ena sega ni rawa ni raicilesu, veisautaki, vukici, vakadaroi se bokoci.",legal,en->fj,obligation,constitution|157(h),constitution - eng.txt,"dua na itutu vakamatanitu, mai na dua na veibeitaki vakalawa kei na dua na itavi vakamatanitu se dua tale na itavi ena dua na mataveilewai, mataveilewai se komisi, ena dua na veilewai okati kina e dua na veilewai vakalawa, mataivalu, veivakadodonutaki se vakacakacaka kei na dua na ivakaro se lewa ni dua na mataveilewai, mataveilewai se komisi, me vaka e dua na vua ni dua na vakaitavi vakadodonu se sega ni vakadodonu ena dember na imatai ni simberte, lesi se mai na matanitu na imatai ni palimedi e digitaki ni oti na kena tekivutaki na lawatu oqo, ia kevaka e dua na immunity vakaoqo e sega ni vakayagataki ki na dua na ivalavala se cala e vakavuna e dua na cala ena ruku ni wase ki na , ki na , ki na , ki na , ki na , kei na ki na lawa ni cala (me vaka e virikotori ena lawa ni cala ena siga e tekivutaki kina na lawatu oqo ni). ----------------------- tabana e ------------------------- na galala e vakadeitaki .—() veitalia e dua na ka e tiko ena lawatu oqo, na wase oqo kei na galala cava ga e soli tale se tomani tiko ena wase oqo ena sega ni vakavoutaki, vakavoui tale.","E dua na itutu vakamatanitu, mai na dua na veibeitaki vakalawa kei na dua na itavi vakamatanitu se dua tale na itavi ena dua na mataveilewai, mataveilewai se komisi, ena dua na cakacaka oka kina e dua na cakacaka vakalawa, mataivalu, veivakadodonutaki se cakacaka kei na dua na ivakaro se vakatulewa ni dua na mataveilewai, mataveilewai se komisi, ena vuku ni dua na vakaitavi vakadodonu se sega ni vakadodonu, lesi se vakaitavi ena matanitu mai na Tiseba ki na tikinisiga ni imatai ni bose ni imatai ni palimedi digitaki ni oti na kena tekivu ni Yavu ni Vakavulewa oqo, ia e sega ni yaga na galala oqori ki na dua na cakacaka se vakacalai e dua na cala ena ruku ni wase ki na , ki na , ki na , ki na , kei na lawa ni cala (me vaka e virikotori ena lawa ni basulawa ena tikinisiga ni kena tekivu na Yavu ni Vakavulewa oqo). ----------------------- tabana ----------------------- na galala e vakadeitaki .—() veitalia na veika e tiko ena Yavu ni Vakavulewa oqo, na wase oqo kei na galala e soli se tomani tiko ena wase oqo ena sega ni railesuvi, veisautaki, veisautaki, bokoci se bokoci laivi.","nai tutu vakapolitiki, mai na dua na veitosoyaki cala, kei na dua na cakacaka vakalawa se dua tale na i-vakarau ni dinau ena dua na matanivunau, matabose se komiti, ena dua na i-vakarau ni veivosaki e oka kina na i-vakarau vakalawa, vakasotia, ni veivakadisiplinini se vakaprofesio, kei na dua na vakatulewa se i-otioti ni lewa mai na dua na matanivunau, matabose se komiti, ena vuku ni dua na kena i-wiliwili vakadodonu se tawa vakadodonu, i-lesilesi se i-oqoloi ena matanitu mai na Tiseba ki na siga ni matai ni bose ni matai ni palimeni sa digitaki ni oti na tekivutaki ni i-vakavulewa oqo, ia e sega ni okati kina na i-vakarau ni veivakataucokataki oqori ki na dua na i-cakacaka se i-vosaki e okati me cala ena i-wasewase ki na , ki na , ki na , ki na , ki na , kei na ki na ni i-vakarau ni cala (me vaka e tukuni ena i-vakarau ni cala ena siga ni tekivutaki ni i-vakavulewa oqo).
Nai Veivakataucokataki Sa Vakadeitaki. —() Se mani vakaevei na ka e tiko ena i-vakavulewa oqo, na wase oqo kei na dua na veivakataucokataki sa soli se tomani tiko ena wase oqo ena sega ni raici tale, vakatulewataki, veisautaki, bokoci se vakatalai tani.","na iukele ni itukutuku, mai na veika bula ni cavamia kei na veika e so e dua na laurai, na kena i vakarauvaki ni veika e caka kina o ira na lawa kei na komiti, mai na veika e so e rawa ni se ni yaco ena kena vakatulewa, kena ivakarau, ni vakacava na veika e caka tu, da me caka duadua, ni o na veika e tomani ena i tavi, me yacova na gauna e dua na i liuliu e na toso ni veika e ra wawa ni veiliutaki ni i liuliu mai na vula ni siga ni ubia o tedei yatika nem mai na i nuluma ni veika. Na vuku ni veika eda vakayacora, taucoko na kena tawaseiena, ka ra qai toso tiko na veika e rui liu e veidigidigi, ka me soto ena veika ni veiliutaki, ni rui qaqa o ira na kilai ni veika e caka tu ena ikuri ni veika.",,,,,,,,,,,,,,,,,,,,
